id,title,property_type,municipality,surface,rooms,bedrooms,bathrooms,description,images_count,price_tnd,city,property_subtype,log_surface,rooms_per_m2,price_per_m2,m2_per_room,property_type_enc,property_subtype_enc,city_mean_enc,city_med_enc,city_freq_enc,subtype_price_enc
27,A vendre un appartement S3 avec vu lac,apartment,Tunisie,297.0,3.0,2.0,1.0,"Agence immobilière vous propose à la vente un luxueux appartement S3 d’une superficie 297m² situé au 5ème étage d’une résidence gardée et sécurisée aux Berges du Lac 2. La partie nuit loge un grand espace de vie donnant sur une immense terrasse avec une vue panoramique, une cuisine bien équipée ouvrant sur une deuxième cuisine avec un grand séchoir et une salle d’eau invités. La partie nuit abrite une suite parentale avec sa propre salle de douche, deux chambres à coucher dont une avec dressings et une terrasse ainsi une salle de douche commune. L’appartement est doté du chauffage central et de la climatisation en split. Les espaces de rangement présentent un des atouts de cette villa en vue de nombre de dressings à disposition. Deux places de parkings sont disponibles au Sous-sol. Dossier juridique en règles avec un titre foncier. Pour plus d’informations veuillez nous contacter au 28177388 ou bien 23219610.",8,1200000.0,Berges du Lac,apartment,5.697093486505405,0.010101010101010102,4040.40404040404,99.0,0,0,998295.7746478873,950000.0,71,482143.85088757396
28,A vendre duplex avec vue Lac,apartment,Tunisie,243.0,3.0,2.0,1.0,"Agence immobilière le Carré 9 vous propose à la vente un duplex S3 d’une superficie de 243m² situé dans une petite résidence calme et gardée aux Berges du Lac 2. Le Rez-de-chaussée se compose d’un salon et salle à manger, une cuisine équipée qui donne sur une terrasse et une salle d’eau invités. Le 1er étage contient une suite parentale avec sa propre salle de bain et un balcon avec vue sur le Lac, deux chambres à coucher et une salle de bain commune. Deux places de parking et un cellier sont disponibles au sous-sol ainsi une place de parking avec abri à l’extérieur. Surface habitable nette est 154m², surface terrasse 36m². Dossier juridique en règle avec un titre foncier. Pour plus d’informations veuillez nous contacter au 23219610. ou bien 28177388.",2,1300000.0,Berges du Lac,apartment,5.497168225293202,0.012345679012345678,5349.794238683127,81.0,0,0,998295.7746478873,950000.0,71,482143.85088757396
29,Joli s3 rénové à cité el wahat l'aouina,apartment,Tunisie,138.0,3.0,2.0,1.0,"Darcom Tunisia vous propose un magnifique S3 entièrement rénové, d'une superficie de 138 m² bien exploités , situé dans une résidence R5 avec ascenseurs, dans un quartier calme et recherché à cité el wahat - l'Aouina. L’appartement se compose comme suit : •    Un joli salon spacieux et lumineux ouvrant sur un balcon offrant une belle vue, •    Une cuisine moderne avec verrière, agencée et équipée, •    Un bloc nuit séparé avec dressing dans le hall, •    Deux chambres avec dressings se partageant une salle de bain avec jacuzzi, •    Une suite parentale avec salle de douche privée. L’appartement se distingue par ses finitions modernes, sa luminosité et son agencement optimisé. Si vous souhaitez visiter le bien n’hésitez pas à nous contacter",22,394000.0,El Aouina,apartment,4.9344739331306915,0.021739130434782608,2855.072463768116,46.0,0,0,321022.22222222225,330000.0,108,482143.85088757396
30,S4 231 m² petite résidenceJardins de Carthage,apartment,Tunisie,423.1,4.0,3.0,2.0,"Darcom Tunisia met à la vente un appartement S4 de 231 m², situé dans une petite résidence R4 gardée et sécurisée près de toutes commodités aux Jardins de Carthage. La partie jour se compose comme suit : -un spacieux salon/salle à manger lumineux ouvrant sur un balcon - un séjour séparé -une cuisine aménagée et équipée (Hotte, Plaque et Four,lave- vaiselle) - une salle d’eau avec douche - une chambre de service La partie nuit séparée comprend : - un dressing au hall - une suite parentale avec dressings et disposant d’une salle de bain -deux chambres à coucher chacune avec dressing - une salle de bain commune -Une place de parking au sous-sol et un cellier sont disponibles Système central de climatisation et chauffage installé .",1,980000.0,Jardins de Carthage,apartment,6.049969276480545,0.009454029780193806,2316.2372961474825,105.775,0,0,669237.7777777778,650000.0,180,482143.85088757396
31,"Superbe s3 de 201,5 m²aux Jardins de Carthage",apartment,Tunisie,201.5,3.0,2.0,1.0,"Darcom Tunisia vous propose à la vente un superbe appartement S3 de haut standing, d’une superficie de 201,5 m², très bien orienté, situé dans une résidence sécurisée et gardée aux Jardins de Carthage. Composition du bien : •    Un spacieux salon lumineux ouvrant sur un balcon •    Une cuisine aménagée et entièrement équipée (hotte,plaque, four, micro-ondes et réfrigérateur encastré) avec un séchoir attenant  chambre de service avec rangements •    Une salle d’eau pour les invités •    Des dressings dans le hall pour plus de rangement •    Une première chambre à coucher avec dressing •    Un espace nuit indépendant comprenant •    Une suite parentale avec dressings et salle de douche •    Une chambre à coucher avec dressing et disposant d'un balcon privatif •    Une salle de bain commune Deux places de parking au sous-sol sont incluses.",23,980000.0,Jardins de Carthage,apartment,5.310739886546594,0.01488833746898263,4863.523573200992,67.16666666666667,0,0,669237.7777777778,650000.0,180,482143.85088757396
32,Appartement meublé à 500 mètres de la plage,apartment,Tunisie,75.0,1.0,0.0,1.0,Référence : V 2057 Votre maison est votre investissement Appartement meublé de type S1 Un espace qui vous offre tout le confort nécessaire et qui vous permettra de profiter pleinement de l’été dans une ambiance estivale agréable. Situé à seulement 500 mètres de la plage de Hammam El Ghazaz. Superficie : 75 m² Titre bleu,10,135000.0,Autre,apartment,4.330733340286331,0.013333333333333334,1800.0,75.0,0,0,398396.0297239915,360000.0,471,482143.85088757396
33,Luxueux appartement meublé pieds dans l'eau,apartment,Tunisie,124.85,2.0,1.0,1.0,référence ; v 2247 opportunité à saisir luxueux appartement meublé et pieds dans l'eau à plage hammem ghezez ezzahra de type S2 avec terrasse vue sur mer papiers en règles,13,235000.0,Ben Arous,apartment,4.835090721581325,0.016019223067681217,1882.258710452543,62.425,0,0,235000.0,235000.0,3,482143.85088757396
34,Vente d'un bel appartement à Sfax Ville REF C29,apartment,Tunisie,125.0,2.0,1.0,1.0,Un bel appartement a saisir composé de S2 avec  balcon avec une superficie totale de 125 m²,10,239000.0,Sfax,apartment,4.836281906951478,0.016,1912.0,62.5,0,0,239000.0,239000.0,11,482143.85088757396
35,Appartement de luxe à vendre,apartment,Tunisie,124.85,2.0,1.0,1.0,"Luxueux appartement d'un salon avec kitchenette et une chambre à choucher à la résidence Regalia. Profitez de vastes espaces de vie, d'une cuisine moderne et d'une atmosphère sophistiquée. Les grandes fenêtres offrent une abondance de lumière naturelle, créant une atmosphère chaleureuse et accueillante. Appelez dès maintenant le service commercial d'Immobilier Le Sommet pour plus d'informations.",3,530000.0,Autre,apartment,4.835090721581325,0.016019223067681217,4245.094112935522,62.425,0,0,398396.0297239915,360000.0,471,482143.85088757396
36,A Ventre Duplexe Direct Promoteur,apartment,Tunisie,218.0,3.0,2.0,1.0,"magnifique duplex S3 de 218 m², jamais habité et direct promoteur. Situé dans une résidence de très haut standing, il offre de spacieux volumes, une grande terrasse avec vue panoramique. Finitions luxueuses et matériaux de haute gamme. Appartement tout neuf, alliant confort, modernité et élégance.",5,720192.0,Autre,apartment,5.389071729816501,0.013761467889908258,3303.6330275229357,72.66666666666667,0,0,398396.0297239915,360000.0,471,482143.85088757396
37,S2 à vendre à la Nouvelle Soukra,apartment,Tunisie,124.85,2.0,1.0,1.0,"Cet appartement est situé au sein d’une résidence récemment construite, idéalement située à la Nouvelle Soukra, à proximité immédiate de toutes les commodités. À l’entrée, un hall dessert un salon ouvrant sur un balcon. La cuisine moderne est aménagée et équipée d’une plaque chauffante, d’une hotte aspirante et d’un four électrique. Elle est complétée par un séchoir fonctionnel. Une salle d’eau pour les invités vient compléter la partie jour. La partie nuit se compose de deux suites, chacune disposant de dressings. L’appartement est doté d’un chauffage central et d’une climatisation en système split, offrant un confort optimal au quotidien.",8,340000.0,La Soukra,apartment,4.835090721581325,0.016019223067681217,2723.267921505807,62.425,0,0,521519.9090909091,443000.0,187,482143.85088757396
38,A vendre un appartement de 180m² en S3 à Ennasr1,apartment,Tunisie,180.0,3.0,2.0,1.0,"Cet appartement est situé au 7 étage d’une résidence bien entretenue et sécurisée à Ennasr. L’entrée ouvre sur un hall qui mène à un salon généreux et lumineux, donnant sur une agréable terrasse avec une vue dégagée. La cuisine, récemment rénovée, est entièrement aménagée et équipée, et complétée par un séchoir fonctionnel doté de rangements. Une salle d’eau pour les invités vient parfaire la partie jour. La partie nuit se compose de trois chambres à coucher, toutes munies de dressings, et qui se partagent une salle de bain commune. L’appartement est équipé de climatiseurs en split system ainsi que du chauffage central. Une place de parking au sous-sol est également disponible.",11,395000.0,Ennasr,apartment,5.198497031265826,0.016666666666666666,2194.4444444444443,60.0,0,0,431078.43137254904,395000.0,51,482143.85088757396
39,Appartement à vendre à Sousse Tunisie – P. Privée,apartment,Tunisie,118.4,3.0,2.0,1.0,"Appartement à vendre – Propriété privée – Vente directe du propriétaire Pour acheteurs sérieux uniquement, très bel appartement au rez-de-chaussée à vendre dans une résidence familiale à Riadh – Sousse. Un emplacement stratégique et rare combinant accessibilité, tranquillité et qualité de vie. Localisation : Angle du rond-point reliant Riadh / Ezzouhour – Route Kairouan / Zaouia Sousse Immeuble en angle : façade Est de 30 m et façade Sud ouverte sur une route de 50 m Derrière l’immeuble : espace vert et parc de loisirs pour enfants Moins de 40 m d’un arrêt de bus et des transports publics réguliers Accès direct à la route principale Sousse – Kairouan Google Maps : https://maps.app.goo.gl/ArYntSzEiM6UMUq57 Accessibilité – Un véritable atout : Arrêt de bus directement devant l’immeuble Taxi collectif disponible devant la résidence Taxis individuels disponibles en permanence Lignes directes vers facultés et services essentiels ️ Déplacements très faciles, même sans voiture Emplacement idéal pour familles & investissement locatif étudiant : Établissements scolaires à proximité : École  Tarak Ibn Ziad – 400 m École privée Al Ahram – 400 m Collège préparatoire May jeribi – 300 m Lycée Riadh – 600 m Enseignement supérieur (env. 1,8 km) : Faculté de Droit de Sousse Faculté des Lettres Institut Supérieur du Transport Institut Supérieur des Études Technologiques (ISET) ️ Idéal pour résidence familiale grâce à la proximité des écoles ️ Excellente opportunité d’investissement locatif pour étudiants et enseignants universitaires Caractéristiques : Superficie : 118,4 m² 3 chambres 2 salles de bain Cuisine spacieuse (3,5  4 m) 2 balcons (avant et arrière) Espaces de rangement  placards intégrés Résidence & Appartement : Rez-de-chaussée Seulement 2 appartements par étage Excellent état général et bonne finition Isolation thermique et phonique efficace Majorité des propriétaires tunisiens résidant à l’étranger Résidence occupée par ses propriétaires (non destinée à la location massive) Environnement calme, familial et respectueux Orientation & Vue : Appartement orienté Est Vue totalement dégagée (100 %) sans vis-à-vis ️ Équipements & Services : Compteurs individuels (eau – électricité – gaz naturel) Place de parking Caméras de surveillance  système d’alarme Fenêtres aluminium avec grilles de protection Jardin commun à l’avant et à l’arrière Note concernant les photos et vidéos : L’appartement est actuellement habité par le propriétaire, c’est pourquoi les meubles apparaissent sur les photos. Une vidéo Walkthrough détaillée peut être envoyée via WhatsApp ou en privé pour les acheteurs sérieux uniquement. Prix : 47 000  (appartement vide) 50 000  si vous souhaitez conserver entièrement la chambre d’enfant telle que présentée sur les photos, sans aucun retrait, y compris le climatiseur déjà installé dans la chambre. Modalités de vente : Possibilité de signer une promesse de vente Finalisation du paiement au plus tard avant décembre 2026 Informations complètes et prix clairement définis Idéal pour résidence principale ou investissement rentable Vente directe du propriétaire – sans intermédiaires En raison de ma présence à l’étranger, merci de me contacter uniquement via : WhatsApp : 216 22200124 (Acheteurs sérieux uniquement) 971 50 264 0271",17,158390.0,Sousse,apartment,4.782479200958502,0.025337837837837836,1337.7533783783783,39.46666666666667,0,0,408281.2921348315,333000.0,178,482143.85088757396
40,Appartement haut standing,apartment,Tunisie,124.85,2.0,1.0,1.0,Apparemment haut standing moderne..sécurisé 24/24 avec place parking privé,1,269600.0,Autre,apartment,4.835090721581325,0.016019223067681217,2159.391269523428,62.425,0,0,398396.0297239915,360000.0,471,482143.85088757396
41,Appartement en s2 de 100m² hammamet nord,apartment,Tunisie,100.0,2.0,1.0,1.0,A vendre appartement S2 de 100m². À Hammamet Mrezgua de 10min à pieds à la plage. L'appartement occupe le 1ére étage d'une résidence sans ascenseur. Il se compose d’un salon avec balcon. Cuisine avec séchoir .la partie nuit se compose de deux chambres à coucher et salle de bain et salle d’eau. L’appartement est  équipé par le chauffage central. Une place de parking est disponible sur demande à 20000MD. Pour plus d’information contacter 22930606.,11,385000.0,Hammamet,apartment,4.61512051684126,0.02,3850.0,50.0,0,0,389698.6301369863,375000.0,146,482143.85088757396
42,Un appartement en s2 proche de l'hotel Nahrawess,apartment,Tunisie,116.0,2.0,1.0,1.0,"A vendre L’appartement en S2 direct promoteur  se situe au 1ér étage d’une résidence en R2 calme et sécurisée proche de l’hôtel Nozha Beach et el Fell seulement à 400 mètres de la plage. Le hall d'entrée mène à un salon Une cuisine bien équipée avec des éléments de rangement. Deux chambres à coucher dont chacune est meublée par un dressing et qui se partagent une salle de bain Il est équipé par la climatisation chaud froid. Une place parking est disponible sur demande . L'appartement est avec titre individuel et les droit d'enregistrement fiscales sont de 1% . Superficie : 116m² Prix : 390MD Pour fixer un rendez vous, veuillez nous contacter sur le 22930606",11,390000.0,Autre,apartment,4.762173934797756,0.017241379310344827,3362.0689655172414,58.0,0,0,398396.0297239915,360000.0,471,482143.85088757396
43,Appartement s3 de 128m2 à cité hedi nouira ariana,apartment,Tunisie,128.0,3.0,2.0,1.0,"Cité Hedi Nouira – Borj Louzir, Ariana Superficie : 128 m² RDC surélevé Typologie : S3 Composition : Salon lumineux avec balcon 3 chambres à coucher Cuisine équipée (plaque  hotte) Salle de bain Salle d’eau invités Séchoir Chauffage central 2 climatiseurs Abri de voiture Prix : 258 000 DT Référence du bien: Ref4027a",11,258000.0,Ariana,apartment,4.859812404361672,0.0234375,2015.625,42.666666666666664,0,0,211000.0,258000.0,28,482143.85088757396
44,Appartement S3 aux jardins de carthage,apartment,Tunisie,130.0,3.0,2.0,1.0,Offre de vente : Appartement S3 situé aux jardins de carthage. Un salon spacieux et lumineux avec un balcon. Une cuisine bien équipée et aménagée. Elle est complétée par un balcon. Trois chambres à coucher avec dressing dont une suite parentale. Une salle de bain et une salle d'eau sont disponibles. Chauffage central et climatisation sont fonctionnels. Place de parking et cellier sont disponibles. Prix de vente : 825000dt,8,825000.0,Jardins de Carthage,apartment,4.875197323201151,0.023076923076923078,6346.153846153846,43.333333333333336,0,0,669237.7777777778,650000.0,180,482143.85088757396
45,S2 neuf aux Jardins de Carthage,apartment,Tunisie,100.0,2.0,1.0,1.0,"Darcom Tunisia met à la vente un joli S2 neuf d’une superficie de 100 m², situé dans une petite résidence gardée et sécurisée avec Piscine, dotée d’un bon emplacement aux Jardins de Carthage. Il se compose d’un salon avec balcon, une cuisine indépendante aménagée et équipée (Hotte, Plaque, Four), deux chambres à coucher chacune avec dressing et une salle de bain. Place parking sous-sol : 25.000 DT Si vous souhaitez visiter le bien n’hésitez pas à nous contacter",9,595000.0,Jardins de Carthage,apartment,4.61512051684126,0.02,5950.0,50.0,0,0,669237.7777777778,650000.0,180,482143.85088757396
48,Bel appartement à vendre à Ain Zaghouan Nord,apartment,Tunisie,58.0,1.0,0.0,1.0,"La Résidence « REGALIA 2 » se situe à Ain Zaghouan et donne directement sur l’avenue Khalid Ibn El Walid, elle est idéalement placée à dix minutes du centre ville et de la Marsa, et à proximité des Berges du Lac et de l’aéroport. _CONCEPTION Née d’un désir d’exclusivité et d’excellence, la Résidence REGALIA se distingue par l’originalité de son architecture et de la conception de ses façades et de ses parties communes. La résidence s’articule autour d’une multitude d’espaces verts à la végétation luxuriante créant ainsi un véritable véritable poumon vert et faisant de la résidence un havre de paix et de sérénité. La 1 ère tranche de la Résidence « REGALIA » est composée de 02 Blocs comprenant des locaux de commerce et des appartements de Haut Standing de type S+1, S+2 et S+3, aux plans optimisés et jouissant de terrasses privatives. Les surfaces des appartements sont comprises entre 58m2 et plus de 165 m². Des places de stationnement et des celliers privatifs sont disponibles au sous-sol. _SERVICES DE PROXIMITÉ La Résidence jouit d’une multitude de services à proximité immédiate : Supermarchés « Monoprix, M.G » épicerie fine « BEN YAGHLEN ET BEN GAYED HESSINE » Jardin d’enfants, pharmacie, clinique la Soukra créant ainsi un espace de vie harmonieux et réfléchi et garantissant au mieux le confort quotidien des résidents. _COMMODITÉS Pour le bien être de nos chers futurs résidents, la Résidence REGALIA propose des prestations uniques : salle de sport, espaces loisirs , et abattoir. _SMART HOME Appartements intelligents par excellence grâce à la technologie smart home « en option ». Livraison JANVIER  2027",18,407000.0,La Marsa,apartment,4.07753744390572,0.017241379310344827,7017.241379310345,58.0,0,0,492373.9130434783,410000.0,115,482143.85088757396
