id,title,subtitle,price,transaction_type,property_type,location_details,municipality,surface,rooms,bedrooms,bathrooms,features,poi,description,url,image_path,images_folder,images_count,scraped_at,last_updated
2059,Appartement S1 à l'achat à Sousse Jaouhara,Tunisie,225000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,rangement,,{},{},"Un lieu de vie à votre image : la clé du bien-être. ""Trouver Ta place"" Seul(e), en couple ou en famille S+1, S+2, S+3 Plongez dans l'univers envoûtant de l’immobilier . Découvrez des maisons de rêve et des investissements prometteurs ! Des appartements haut standing à vendre situés près des toutes commodités. Titre Individuels, place parking sous-sols. MF Immobilier vous attend ""Résidence Fatma "" Avenue Khalifa el karoui Jawhra Sousse Pour plus d'informations, n’hésitez pas à nous contacter par Tel ou WhatsApp",https://www.mubawab.tn/fr/pa/8136225/appartement-s1-%C3%A0-l-achat-%C3%A0-sousse-jaouhara,media\apartment\217\image_001.jpg,media\apartment\217,17,2026-02-18 10:06:46.699405,Unknown
2060,Appartement A34 – Résidence MAYA à Kairouan,Tunisie,223532 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,105.3,,,,{},{},"Appartement 95,12 m², idéal pour un espace de vie moderne et fonctionnel. Salon lumineux, chambres confortables, cuisine bien équipée. Caractéristiques : Surface totale : 95,12 m² Prix TTC : 223.532,000 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !",https://www.mubawab.tn/fr/pa/8255537/appartement-a34-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,media\apartment\240\image_001.jpg,media\apartment\240,6,2026-02-18 10:11:49.179966,Unknown
2061,Appartement en s2 zone l'hotel Regency,Tunisie,485000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"Cet appartement retaper à neuf occupe le rez de chaussée d'une résidence avec piscine situé à proximité de l'hôtel elbosten et regency à seulement 300 mètres de la plage . L'entrée ouvre sur un salon lumineux et une cuisine moderne  bien agencée et entièrement équipée . l'ensemble ouvre sur une belle terrasse de 11/3mètres orientée sud est . La partie nuit est composée d'une suite parentale, une chambre à coucher et une salle de bain. Chaque chambre est meublée par son propre placards de rangement. Une place de parking au sous sol est à disposition.",https://www.mubawab.tn/fr/a/8064286/appartement-en-s2-zone-l-hotel-regency,media\apartment\40\image_001.jpg,media\apartment\40,11,2026-02-18 09:25:31.806179,Unknown
2062,Superbe Appartement S2 à vendre la Soukra,Tunisie,584517 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,113.5,1.0,rangement,,{},{},"S+2 avec terrasse et jardin. dans un quartier résidentiel calme, proche de toutes les commodités. L'appartement dispose d'une entrée indépendante, une salon lumineux avec accès au jardin,deux chambres confortables, une cuisine agencée et équipé une salle de bain avec douche à l’italienne,une salle d’eau invité et un suite parentale. jardin piscinable et équipé d'une caméra de surveillance. deux places de parking Superficie 104.65 m² Terrasse 18.67 m² Jardin 38.09 m² Prix ttc  584.517,000.",https://www.mubawab.tn/fr/pa/8257523/superbe-appartement-s2-%C3%A0-vendre-la-soukra,media\apartment\285\image_001.jpg,media\apartment\285,17,2026-02-18 10:46:27.072287,Unknown
2063,Magnifique loft Gammart touristique,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,,,{},{},A 200 m de la mer a vendre un loft en duplex avec une grande terrasse . Entrée indépendante. Vocation commerciale.,https://www.mubawab.tn/fr/a/8138933/magnifique-loft-gammart-touristique,media\apartment\82\image_001.jpg,media\apartment\82,19,2026-02-18 09:34:23.908271,Unknown
2064,Duplex raffiné de 152 m² avec jardin privatif,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,153.7,3.0,,,{},{},"Duplex S+2 de 152 m² avec jardin privatif de 44 m², situé au rez-de-chaussée, offrant des volumes généreux et une organisation fonctionnelle. Le rez-de-chaussée accueille un salon et une salle à manger ouverts sur le jardin, créant un espace de vie lumineux et convivial, ainsi qu’une cuisine et une salle d’eau pour les invités. À l’étage en mezzanine, la partie nuit se compose de deux suites, chacune dotée de son dressing, garantissant confort, intimité et sérénité Ce duplex se distingue par son agencement harmonieux et son ouverture sur l’extérieur, offrant un cadre de vie agréable et serein. Emplacement stratégique sur la route de La Marsa. Contactez-nous dès maintenant pour organiser une visite",https://www.mubawab.tn/fr/pa/7845706/duplex-raffin%C3%A9-de-152-m%C2%B2-avec-jardin-privatif,media\apartment\77\image_001.jpg,media\apartment\77,15,2026-02-18 09:33:15.490365,Unknown
2065,Appartement A05 – S2 – Résidence MAYA à Kairouan,Tunisie,291292 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,103.9,2.0,,,{},{},"Vivez dans un environnement moderne et paisible avec cet appartement S+2 de 105,55 m², parfaitement conçu pour optimiser lumière et confort. Profitez d’une terrasse de 25 m² et d’un jardin privé de 26 m², idéal pour vos moments de détente et vos repas en plein air. Cet appartement offre un salon spacieux et lumineux, des chambres confortables, et une cuisine fonctionnelle adaptée à vos besoins. Idéal pour les familles recherchant un cadre de vie agréable et sécurisé. Caractéristiques : Surface totale : 105,55 m² Terrasse : 25 m² Jardin : 26 m² Prix TTC : 291.292,500 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !",https://www.mubawab.tn/fr/pa/8255178/appartement-a05-%E2%80%93-s2-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,media\apartment\14\image_001.jpg,media\apartment\14,5,2026-02-18 09:20:23.64994,Unknown
2066,A vendre appartement S2 Haut Standing à La Nouvelle Soukra,Tunisie,376000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,101.1,1.0,,,{},{},"L’agence immobilière Le Boulevard vous propose : A #Vendre           #Référence : 1321a Un appartement S2 haut standing direct promoteur, dans une résidence bien sécurisée à Nouvelle Soukra, Tunis. Il se compose d’un salon avec balcon, suite parentale, d’une chambre à coucher avec dressing, d’une cuisine indépendante bien équipée (plaque, hotte, etc.) et salle de bain Superficie : 101.5m² Une Parking au sous-sol sécurisé : 25.000 TND Portes blindées et portes intérieures importées Sanitaires et robinetterie de première qualité Cuisines agencées et équipées : plaque, hotte et four inclus Chauffage central et climatisation split installés Faux plafonds généralisés Menuiserie aluminium double vitrage et volets roulants électrique Système d’alarme et caméras pour votre sécurité Dressings agencés pour un rangement optimal Parabole numérique déjà installée Remise de clé : Novembre 2025 Prix : 376.000 TND",https://www.mubawab.tn/fr/a/8259606/a-vendre-appartement-s2-haut-standing-%C3%A0-la-nouvelle-soukra,media\apartment\80\image_001.jpg,media\apartment\80,13,2026-02-18 09:33:54.123818,Unknown
2067,A vendre appartement S2 au bord de la mer à Hammamet,Tunisie,520000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,102.8,2.0,rangement,,{},{},"L’agence immobilière Le Boulevard vous propose : A #Vendre       #Référence : 1299a Appartement S2 de très haut standing, situé dans une résidence bien sécurisée, au bord de la mer à Hammamet. Il se compose d'un salon avec balcon, deux chambres à coucher, salle de bain, une cuisine moderne et bien équipée. •	Superficie couverte : 110 m² •	Piscine au dernier étage avec espace de repas avec vue sur mer •	Climatiseurs •	Chauffage central •	Ascenseur •	A 400 mètres de la plage •	Résidence gardée avec caméras de surveillance et gardien jour & nuit •	Proche de toutes les commodité (magasin, restaurant, salon de thé, transport…) •	Titre foncier •	Prix : 520.000 TND y compris place de parking sous-sol",https://www.mubawab.tn/fr/a/8246835/a-vendre-appartement-s2-au-bord-de-la-mer-%C3%A0-hammamet,media\apartment\121\image_001.jpg,media\apartment\121,1,2026-02-18 09:43:01.809609,Unknown
2068,Appartement S1 à vendre à La Nouvelle Soukra,Tunisie,235000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},"New Key La Soukra met à disposition un appartement S1 à la Nouvelle Soukra, dans une résidence gardée et prés de toutes commodités. Il se compose d'un salon avec balcon, d'une kitchenette bien équipée, d'une suite parentale avec salle de bain et une salle d'eau pour les invitées .  Référence du bien: Ref8711a",https://www.mubawab.tn/fr/a/8274253/appartement-s1-%C3%A0-vendre-%C3%A0-la-nouvelle-soukra,media\apartment\176\image_001.jpg,media\apartment\176,4,2026-02-18 09:56:37.134414,Unknown
2069,Fabuleux appartement S2 à vendre,Tunisie,635000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,133.3,1.0,rangement,,{},{},"Spacieux, fonctionnels et conçus dans un style soigné, nos appartements S+2 (Salon et 2 chambres) offrent toutes les commodités nécessaires pour répondre parfaitement à vos besoins quotidiens. Ils allient confort, qualité et praticité dans un environnement harmonieux. Nous disposons encore de quelques appartements S+2, avec des surfaces variant de 129 à 131 m². « Pour d’amples informations, n'hésitez pas à nous contacter au +216 98 780 888 ou par e-mail à commercial@cipolin-immobilier.com. Site web : cipolin-immobilier.com. »",https://www.mubawab.tn/fr/pa/8270015/fabuleux-appartement-s2-%C3%A0-vendre,media\apartment\4\image_001.jpg,media\apartment\4,13,2026-02-18 09:18:21.342337,Unknown
2070,Opportunité d'investissement S1 à Cité el wafa,Tunisie,257000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},,https://www.mubawab.tn/fr/a/8032147/opportunit%C3%A9-d-investissement-s1-%C3%A0-cit%C3%A9-el-wafa,media\apartment\289\image_001.jpg,media\apartment\289,1,2026-02-18 10:48:22.979335,Unknown
2071,Luxueux appartement meublé pieds dans l'eau,Tunisie,235000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},référence ; v 2247 opportunité à saisir luxueux appartement meublé et pieds dans l'eau à plage hammem ghezez ezzahra de type S2 avec terrasse vue sur mer papiers en règles,https://www.mubawab.tn/fr/a/8033035/luxueux-appartement-meubl%C3%A9-pieds-dans-l-eau,media\apartment\208\image_001.jpg,media\apartment\208,13,2026-02-18 10:04:36.832227,Unknown
2072,Appartement A33 – Résidence MAYA à Kairouan,Tunisie,229125 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,97.8,,,,{},{},"Appartement spacieux de 97,50 m², offrant confort et luminosité. Salon généreux, chambres confortables, cuisine fonctionnelle. Caractéristiques : Surface totale : 97,50 m² Prix TTC : 229.125,000 DT N'hésitez pas à prendre contact avec nous pour programmer rapidement votre visite !",https://www.mubawab.tn/fr/pa/8255543/appartement-a33-%E2%80%93-r%C3%A9sidence-maya-%C3%A0-kairouan,media\apartment\166\image_001.jpg,media\apartment\166,6,2026-02-18 09:53:55.385187,Unknown
2073,Appartement S2 Borj Baccouche,Tunisie,285000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,116.9,1.0,,,{},{},"REF: AVM02050 Perla Immo met en vente ; Un appartement S2 Emplacement: Borj Baccouch En troisième étage avec deux ascenseurs Résidence R5 bien sécurisée Bonne orientation est-sud, bien ensoleillé Description: Un salon lumineux Une cuisine bien équipée avec séchoir La partie nuit comprend deux chambres à coucher avec dressings. Une salle de bain Superficie totale: 105 m² Climatiseur Chauffage central Prix : 285000 dt Parking: sous-sol - Titre individuel - Bati: 2008 Contact: 20338278 ou 98617607 ou 71 717 175",https://www.mubawab.tn/fr/a/8304356/appartement-s2-borj-baccouche,media\apartment\298\image_001.jpg,media\apartment\298,13,2026-02-18 10:59:51.114425,Unknown
2074,À vendre S1 à Cité El Wafa AFH 2,Tunisie,265000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},"L'agence Century21 Challenge vous propose à la vente un appartement S1 dans une résidence avec piscine, situé à AFH2, Nabeul Cette propriété se compose de : Un Salon qui donne sur un balcon Une kitchenette aménagée et équipée . Une chambre à coucher avec dressing. Une salle de douche . Une place parking au sous-sol est disponible. Pour plus d’informations, ou organiser une visite gratuite, veuillez nous contacter sur: 216 24 512 004 / 216 26 577 000 Email: challenge@century21.tn",https://www.mubawab.tn/fr/a/8255649/%C3%A0-vendre-s1-%C3%A0-cit%C3%A9-el-wafa-afh-2,media\apartment\181\image_001.jpg,media\apartment\181,4,2026-02-18 09:57:48.843259,Unknown
2075,Des appartements à vendre chez promoteur,Tunisie,386000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"Société Mellouli immobilière met à la vente des #Appartements_neufs S1, S2 et S3 de #Haut_Standing dans une nouvelle résidence (R6), située à Ain Zaghouan, tout près de tous commodités. -#Résidence_calme et gardée (des caméras de surveillance) -# Ascenseur de qualité -# Des places de parkings et des celliers au sous sol -#Cuisine_équipée, Séchoir -#Portes_isoplanes, #Bois massif -#Dressings, Stores Auminium avec moteurs électriques -#Chauffage centrale #Climatisation pré-installée dans chaque chambre -#Marbre généralisé dans tous l appartement Staff décoré et équipé de spots. - Grès et sanitaires de luxe. N.B : -Des prix négociables selon les modalités de paiement et un prix sacrifié en cas de paiement comptant",https://www.mubawab.tn/fr/a/7982006/des-appartements-%C3%A0-vendre-chez-promoteur,media\apartment\72\image_001.jpg,media\apartment\72,6,2026-02-18 09:32:02.142199,Unknown
2076,A vendre un appartement s3 à Mourouj 4,Tunisie,160000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},"La Méditerranée Immobilière vous propose à la vente un appartement S2 au 3ᵉ étage, comprenant un salon, une cuisine, deux chambres à coucher et une salle de bain. Situé dans une résidence sécurisée à Mourouj 4, en face du terminus métro Mourouj 4, cet appartement bénéficie d’un emplacement stratégique, idéal pour un cadre de vie confortable et pratique.",https://www.mubawab.tn/fr/a/8304169/a-vendre-un-appartement-s3-%C3%A0-mourouj-4,media\apartment\275\image_001.jpg,media\apartment\275,7,2026-02-18 10:40:15.018843,Unknown
2077,Vente d'un bel appartement à Sfax Ville REF C29,Tunisie,239000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,124.3,2.0,,,{},{},Un bel appartement a saisir composé de S2 avec  balcon avec une superficie totale de 125 m²,https://www.mubawab.tn/fr/pa/7851007/vente-d-un-bel-appartement-%C3%A0-sfax-ville-ref-c29,media\apartment\209\image_001.jpg,media\apartment\209,10,2026-02-18 10:04:50.815142,Unknown
2078,Bel appartement à vendre à Ain Zaghouan Nord,Tunisie,407000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,65.3,2.0,,,{},{},"La Résidence « REGALIA 2 » se situe à Ain Zaghouan et donne directement sur l’avenue Khalid Ibn El Walid, elle est idéalement placée à dix minutes du centre ville et de la Marsa, et à proximité des Berges du Lac et de l’aéroport. _CONCEPTION Née d’un désir d’exclusivité et d’excellence, la Résidence REGALIA se distingue par l’originalité de son architecture et de la conception de ses façades et de ses parties communes. La résidence s’articule autour d’une multitude d’espaces verts à la végétation luxuriante créant ainsi un véritable véritable poumon vert et faisant de la résidence un havre de paix et de sérénité. La 1 ère tranche de la Résidence « REGALIA » est composée de 02 Blocs comprenant des locaux de commerce et des appartements de Haut Standing de type S+1, S+2 et S+3, aux plans optimisés et jouissant de terrasses privatives. Les surfaces des appartements sont comprises entre 58m2 et plus de 165 m². Des places de stationnement et des celliers privatifs sont disponibles au sous-sol. _SERVICES DE PROXIMITÉ La Résidence jouit d’une multitude de services à proximité immédiate : Supermarchés « Monoprix, M.G » épicerie fine « BEN YAGHLEN ET BEN GAYED HESSINE » Jardin d’enfants, pharmacie, clinique la Soukra créant ainsi un espace de vie harmonieux et réfléchi et garantissant au mieux le confort quotidien des résidents. _COMMODITÉS Pour le bien être de nos chers futurs résidents, la Résidence REGALIA propose des prestations uniques : salle de sport, espaces loisirs , et abattoir. _SMART HOME Appartements intelligents par excellence grâce à la technologie smart home « en option ». Livraison JANVIER  2027",https://www.mubawab.tn/fr/pa/8053107/bel-appartement-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord,media\apartment\216\image_001.jpg,media\apartment\216,18,2026-02-18 10:06:30.27321,Unknown
2079,À vendre: Appartement S1 Panorama,Tunisie,225000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},,https://www.mubawab.tn/fr/a/8247790/%C3%A0-vendre-appartement-s1-panorama,media\apartment\291\image_001.jpg,media\apartment\291,1,2026-02-18 10:52:38.263799,Unknown
2080,"Appartement S3 à vendre, Résidence MALAGA 2 LA MARSA",Tunisie,850000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},Appartement S+3 au RDC avec Grand Jardin.,https://www.mubawab.tn/fr/pa/7909493/appartement-s3-%C3%A0-vendre-r%C3%A9sidence-malaga-2-la-marsa,media\apartment\189\image_001.jpg,media\apartment\189,2,2026-02-18 10:00:39.905632,Unknown
2081,Appartement S3 avec suite parentale,Tunisie,290000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,149.0,2.0,,,{},{},"Appartement S3 avec suite parentale, d’une superficie de 147 m², situé au 4 étage d’une résidence avec ascenseur et place de parking. Il se compose d’un salon lumineux, bénéficiant d’une grande porte-fenêtre ouvrant sur un balcon . L’agencement intérieur assure une séparation entre l’espace jour et l’espace nuit. La cuisine, jamais utilisée, est entièrement équipée (plaque de cuisson, four) et dispose d’un séchoir. La partie nuit comprend deux chambres avec placards intégrés, ainsi qu’une suite parentale avec placard et salle d’eau privative équipée d’une douche à l’italienne.",https://www.mubawab.tn/fr/a/8296879/appartement-s3-avec-suite-parentale-,media\apartment\52\image_001.jpg,media\apartment\52,11,2026-02-18 09:28:01.516522,Unknown
2082,Vente d' appartement à l'Aouina de Superficie 122 m²,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,109.4,1.0,rangement,,{},{},"Située dans le quartier stratégique et dynamique de Wahat Aouina, à seulement 10 minutes de l’aéroport et à proximité immédiate du Lac 2, Tunisia Mall, Carrefour La Marsa et de nombreuses commodités, la Résidence Les Colombes vous offre un cadre de vie exceptionnel, à la fois pratique et élégant. Cette résidence moderne se distingue par : Deux niveaux de parking en sous-sol pour un stationnement sécurisé et confortable, Un rez-de-chaussée fonctionnel avec deux entrées indépendantes, accueillant des appartements avec terrasses et des commerces, Six étages dédiés à des appartements haut standing au design contemporain, pensés pour répondre aux attentes de confort, de style et de fonctionnalité. S+1 à partir de 224.000 DT TTC S+2 à partir de 308.000 DT TTC S+3 à partir de 458.000 DT TTC Un seul  S+4 de 198,7m² Place  de parking sous sol à 25.000 DT TTC Un excellent choix pour vivre ou investir dans un quartier en plein essor. Contactez-nous dès maintenant pour organiser votre visite",https://www.mubawab.tn/fr/pa/8185301/vente-d-appartement-%C3%A0-l-aouina-de-superficie-122-m%C2%B2,media\apartment\79\image_001.jpg,media\apartment\79,5,2026-02-18 09:33:42.30398,Unknown
2083,A vendre une maison arabe à medina de hammamet,Tunisie,30000,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,,,{},{},"agence immobilière "" FIMILKI"" vous propose la vente d'une ancienne maison arabe dans la médina de hammamet centre ville : * une maison à rénover totalement et convient pour maison d'hôtes *vue dégagée sur la mer et sur une grande place *hauteur permise est r1 *quartier calme et à proximité de tous les services",https://www.mubawab.tn/fr/a/8302059/a-vendre-une-maison-arabe-%C3%A0-medina-de-hammamet,media\house\917\image_001.jpg,media\house\917,4,2026-02-18 16:47:24.903549,Unknown
2084,Luxueux appartement meublé pieds dans l'eau,Tunisie,235000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},référence ; v 2247 opportunité à saisir luxueux appartement meublé et pieds dans l'eau à plage hammem ghezez ezzahra de type S2 avec terrasse vue sur mer papiers en règles,https://www.mubawab.tn/fr/a/8033035/luxueux-appartement-meubl%C3%A9-pieds-dans-l-eau,media\apartment\208\image_001.jpg,media\apartment\208,13,2026-02-18 10:04:36.832227,Unknown
2085,Luxueuse appartement s3 vue mer à vendre à kanta,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,251.2,3.0,rangement,,{},{},"Dahmen Immobilier met en vente , un joli appartement s3  haut standing situé à Kantaoui . *superficie : 250 m2 * Il se compose de: - Salon lumineux spacieux -salle à manger -deux chambres à coucher -une suite parentale avec dressing -chambre de service -(02)deux salle de bain - Cuisine bien équipée avec séchoir **Equipement: -terrasse vue mer - Chauffage central -climatisation central - Dressings . Pour plus d'infos et visite, contactez sur les 216 20 480 165 216 22 105 711 216 29 480 165",https://www.mubawab.tn/fr/a/8146138/luxueuse-appartement-s3-vue-mer-%C3%A0-vendre-%C3%A0-kanta,media\apartment\65\image_001.jpg,media\apartment\65,5,2026-02-18 09:30:26.513742,Unknown
2086,Villa à rénover à La Marsa,Tunisie,880000 TND,sale,house,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,346.0,4.0,,,{},{},"Située à La Marsa, dans le quartier Cité Roseraie, cette villa est construite sur un terrain de 350 m² et offre environ 250 m² couverts. Le bien nécessite des travaux de rénovation et présente un fort potentiel d’aménagement. Composition : Rez-de-jardin : cuisine, grand salon, séjour, salle d’eau Rez-de-chaussée : 4 chambres à coucher, salon, 2 salles de bain Possibilité de construire un étage supplémentaire. Villa idéale pour une famille ou pour un projet de rénovation et valorisation dans un secteur recherché de La Marsa. Pour plus d’informations ou pour organiser une visite, merci de nous contacter.",https://www.mubawab.tn/fr/a/8288951/villa-%C3%A0-r%C3%A9nover-%C3%A0-la-marsa,media\house\921\image_001.jpg,media\house\921,3,2026-02-18 16:48:03.955934,Unknown
2087,Un appartement s2 à Jardins de Carthage,Tunisie,580000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,129.1,2.0,,,{},{},"La Méditerranée Immobilière Lac 2, vous propose à la vente un magnifique appartement S2 d'une superficie 134m² dans une résidence calme et sécurisée à Jardin de Carthage. Il se compose d'un salon spacieux et lumineux donnant accès à une grande terrasse. Une cuisine équipé avec un séchoir. La partie nuit dispose 2 chambres à coucher avec des dressings avec une salle de bain salle de bain . L'appartement est équipé de chauffages central et des climatiseurs.",https://www.mubawab.tn/fr/a/8173515/un-appartement-s2-%C3%A0-jardins-de-carthage,media\apartment\160\image_001.jpg,media\apartment\160,6,2026-02-18 09:52:21.188246,Unknown
2088,Bel appartement à vendre à Aouina. 2 chambres agréables,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,94.2,2.0,rangement,,{},{},"Faites une belle affaire en achetant cet appartement. 2 chambres à coucher, 1 salle de bains, 91 m². 3 pièces. Nouveau. Idéal si vous souhaitez acheter un appartement à Aouina. Résidence sécurisée et porte blindée. Le bien dispose également d'une antenne parabolique. Bénéficiez du calme absolu avec fenêtres en double vitrage. Dispose du chauffage central. Programmez dès maintenant votre visite pour cet appartement d'exception. Résidence bien équipée avec places de stationnement et ascenseur. Confort et sécurité avec service de conciergerie et climatisation. Décoration moderne avec salon européen.",https://www.mubawab.tn/fr/pa/8185298/bel-appartement-%C3%A0-vendre-%C3%A0-aouina-2-chambres-agr%C3%A9ables,media\apartment\47\image_001.jpg,media\apartment\47,5,2026-02-18 09:27:02.248355,Unknown
2089,"Superbe s3 de 201,5 m²aux Jardins de Carthage",Tunisie,980000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,198.7,2.0,,,{},{},"Darcom Tunisia vous propose à la vente un superbe appartement S3 de haut standing, d’une superficie de 201,5 m², très bien orienté, situé dans une résidence sécurisée et gardée aux Jardins de Carthage. Composition du bien : •    Un spacieux salon lumineux ouvrant sur un balcon •    Une cuisine aménagée et entièrement équipée (hotte,plaque, four, micro-ondes et réfrigérateur encastré) avec un séchoir attenant  chambre de service avec rangements •    Une salle d’eau pour les invités •    Des dressings dans le hall pour plus de rangement •    Une première chambre à coucher avec dressing •    Un espace nuit indépendant comprenant •    Une suite parentale avec dressings et salle de douche •    Une chambre à coucher avec dressing et disposant d'un balcon privatif •    Une salle de bain commune Deux places de parking au sous-sol sont incluses.",https://www.mubawab.tn/fr/a/8276869/superbe-s3-de-201-5-m%C2%B2aux-jardins-de-carthage,media\apartment\23\image_001.jpg,media\apartment\23,23,2026-02-18 09:22:01.057912,Unknown
